text,brand,sentiment,ecosystem
Over 300 people in line at Apple store in downtown Austin! #iPad2 #sxsw,Apple,Neutral,Apple
@mention Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn. #SXSW,iPad,Negative,Apple
Need to upgrade to the iPhone 4 asap. This taking pics without a flash blows on the 3GS. #EhTeam #SXSW,Apple,Neutral,Apple
{link} #iphone #kneejockey #ftw #sxsw,Apple,Neutral,Apple
"Verizon IPhone at #SXSW = 5 bars, baby.  Suck on that, AT&amp;T!",iPhone,Positive,Apple
Awesome iPhone cases for @mention here at #sxsw!,iPhone,Positive,Apple
Awesome iPhone charging lockers at the registrant's lounge  #sxsw {link},iPhone,Positive,Apple
Getting iPhone juiced by the #Sonos team at #sxsw next to Apple store in Austin gotta love it {link},iPhone,Positive,Apple
Wow. My iPhone just dropped off the side of the Iron Cactus balcony AND THE SCREEN DIDN'T SHATTER! Amazing. #SXSW #fb,iPhone,Positive,Apple
Another iPhone related dream: I invented an app that dispenses chili-cheese waffle fries.  #sxsw #allcomfortfooddiet,Apple,Neutral,Apple
Verizon iPhones Fell Back an Hour Instead of Springing Ahead {link} #sxsw #tech,Unknown,Neutral,Unknown
#SXSW + #PHOTOGRAPHY + #ANDROID = many live photos.  Watch this live feed here:  {link},Google,Neutral,Google
#SXSW + #PHOTOGRAPHY + #iPhone = many live photos &amp; vids.  Watch this live feed here:  {link},Apple,Neutral,Apple
Lightbox Photos Wants To Be Your New #Android Camera App ( #SXSW) {link},Google,Neutral,Google
Lightbox Photos Wants To Be Your New Android Camera App (SXSW) [TechCrunch] {link} #Sxsw #Android,Google,Neutral,Google
Lightbox Photos Wants To Be Your New Android Camera App (SXSW) {link} #Android #iPhone #NewAndroid #SXSW,Apple,Neutral,Apple
Lightbox Photos Wants To Be Your New Android Camera App {link} #SXSW,Android App,Positive,Google
@mention Picked up mophie juice boost pack for iPhone. This chick -and wknd- calls for ample juice #SXSW // 'hight-tech energy drink',Apple,Neutral,Apple
"Line of ppl around the block. #sxsw party? No, Apple store! Insane!  {link}",Apple,Neutral,Apple
It was a plane full of Gogglers! And it was Google marketer who told a friend he liked community reading newspapers brings!  #sxsw,Google,Positive,Google
"Woman on plane next to me has a Nook, Blackberry Curve, Android and iPad in her purse. #sxsw!",Apple,Neutral,Apple
#SXSW: Apple doing 'i' business at key music event {link} (via @mention,Apple,Neutral,Apple
Random Apple Fan just bought lunch for everyone in line at #SXSW Popup Apple Store #ipad2,Apple,Neutral,Apple
Random Apple Fan just bought lunch for everyone in line at #SXSW Popup Apple Store #ipad2 #randomactofkindness  {link},Apple,Neutral,Apple
I hope Apple had enough foresight to overstock the Austin stores with iPad 2's tomorrow #SXSW,Apple,Neutral,Apple
"#tech #Apple heads to #SXSW, sets up temporary store in Austin {link} #technology",Apple,Neutral,Apple
"#tech #Apple heads to #SXSW, sets up temporary store in Austin: Apple is going to be at SXSW this year,... {link} #technology",Apple,Neutral,Apple
"while #apple is preparing to release #ipad2 in #japan nuclear power plant heats up 1,000 ties as usual - #sxsw heats up for first party nite",Apple,Neutral,Apple
"Damn!  Apple knows how to do it like no other:  Before It Even Begins, Apple WinsåÊSXSW {link} via @mention #SXSW",Apple,Positive,Apple
#tech #Apple Opening Pop-Up Store In Austin For #SXSW {link} #technology,Apple,Neutral,Apple
#tech #Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple] {link} #technology,Apple,Neutral,Apple
"#tech #Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple]: Our #Brian_Lam, and the thousands... {link} #technology",Apple,Neutral,Apple
#tech #Apple Opening Pop-Up Store In Austin For #SXSW: Apple is setting up a pop-up store at West Sixth... {link} #technology,Apple,Neutral,Apple
Smart. Apple opening pop-up in Austin for #SXSW {link}  Hope they stock up on extra battery chargers.  thx @mention,Apple,Positive,Apple
smart! Apple opens a pop-up store in Austin so people in for #SXSW can get new iPads. bit.ly/i41H53 (via @mention @mention,Apple,Positive,Apple
"About #Apple pop up store in #Austin for #sxsw.  When you can get peeps to line up at a store before it is finished, you have Brand Power.",Apple,Positive,Apple
At the Apple pop up store on congress. iPad 2s everywhere. #sxsw #mosaicxm,Apple,Neutral,Apple
#SXSW -Apple Pop-Up Store being set up right now on 6th St.  My fellow truck driver is delivering the furniture NOW.,Apple,Neutral,Apple
At the Apple Pop-Up Store in Austin #iPad2 #SXSW,Apple,Neutral,Apple
Ooooo #Apple rumored to be opening a temporary store at #SXSW {link},Apple,Positive,Apple
"#tech #Apple saves #SXSW, set to open pop-up store {link} #technology",Apple,Neutral,Apple
"#tech #Apple saves #SXSW, set to open pop-up store: Despite having two other Austin, Texas, locations,... {link} #technology",Apple,Positive,Apple
"Smart! Apple sets up 5,000-square-foot temporary store at #SXSW to sell new iPads, test potential traffic {link} $AAPL",Apple,Positive,Apple
#SXSW #apple store just sold their last #ipad,Apple,Neutral,Apple
At the Apple Store downtown. Apple should really keep this store open permanently. Convience and location. #sxsw,Apple,Positive,Apple
"At the Apple store that they literally built in just for the #SXSW conference!  @mention Apple Store, SXSW {link} #photo",Apple,Positive,Apple
At the apple store with @mention he's buying an iPad...I guess this is what geeks do when they're drunk hahaha #sxsw,Apple,Positive,Apple
Pop up apple store in Austin @mention the #sxsw - LIVE at {link},Apple,Neutral,Apple
Pop-up Apple Store crew has been giving out water to the people wearing street clothes. No Apple logos until just a few minutes ago.  #SXSW,Apple,Neutral,Apple
"Pop-up Apple Store for #SXSW. (@mention Apple Store, SXSW w/ 86 others) [pic]: {link}",Apple,Neutral,Apple
Pop-up Apple store in Austin for 2 weeks during #sxsw - during time iPad2 ships. Great timing! {link},Apple,Positive,Apple
Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW,Apple,Negative,Apple
Pop-up Apple store still has a line around the block #sxsw,Apple,Positive,Apple
Pop-up Apple Store to sell ipad2 at #SxSW. The line is insane!  {link},Apple,Neutral,Apple
"So the Apple store is a huge success already! Methinks the Live Music Capitol could use one fulltime, eh? #nudgenudge #appleATXdt #SXSW",Apple,Positive,Apple
"Pop-up Apple store, lengthy line presumably for iPad 2. #sxsw  {link}",Apple,Neutral,Apple
Rumor: Apple to set up temporary Store for ipad2 release near sxsw convention center in downtown Austin {link} #sxsw #ipad2,Apple,Neutral,Apple
Mingly Apple TV a Day Giveaway! Register to win at #SXSW #Winning {link},Apple,Neutral,Apple
"Sweet, Apple's opening a pop-up shop in the Scarbrough Building on Congress for the iPad 2 - {link} /via @mention #sxsw",Apple,Positive,Apple
"#SXSW #AppleStore  @mention Apple Store, SXSW {link}",Apple,Neutral,Apple
@mention plus Jackie was on the iPhone occasionally at #SXSW  {link} #UsGuys,Apple,Neutral,Apple
"Next up! Poked, Liked &amp; Re-Tweeted: A Google Love Story at SXSW.
{link} #SXSW #sxsw15 #sxswiC",Google,Neutral,Google
Does the pop up Apple store in Austin still have iPad2 in stock? #lazyweb #SXSW,Apple,Neutral,Apple
An Apple pop-up store at #SXSW?  There goes my impulse control. j.mp/i41H53,Apple,Positive,Apple
"If Apple pops up a store for an event like SXSW, u think AT&amp;T could at least put up an extra friggen tower? #sxsw",Apple,Neutral,Apple
Apple temporarily opening store in Austin for #sxsw.,Apple,Neutral,Apple
{link} Report: Apple to Open Pop-Up Store at #SXSW,Apple,Neutral,Apple
"Google reportedly to unveil new social network called Circles, likely to launch in May {link} #GoogleCircles #GoogleMe #SXSW",Google,Neutral,Google
"Google's possible release of new social network, #Circles, looks to be endorsed by the ACLU {link} #sxsw #22sxsw",Google,Neutral,Google
New blog post: ipad2 giveaway: {link} #actors #diet #sxsw,iPad,Positive,Apple
Can you spot @mention iPhone? #SXSW {link},Apple,Neutral,Apple
@mention power struggles in the internet industry boil down to &quot;who is the platform &amp; who is the app?&quot; see Facebook on iPad. #sxsw,Apple,Neutral,Apple
Folks at PowerPad gave me free Dual 1850 contraption 2 charge my iPhone. Which was fortuitous as my phone was nearly dead. #SXSW #ignitesxsw,Apple,Neutral,Apple
Planzai app featuring the official British Music schedule now on android market! {link} #sxsw,Android App,Positive,Google
Google tipped to launch social network today at #sxsw called Circles {link},Google,Positive,Google
The only ppl authoritzed to scrape and republish pages r Google on Bing and Bing on Google: @mention #qagb #sxsw,Apple,Neutral,Apple
Smart. #Apple creates pop-up store at #SXSW to peddle the iPad 2. - The #iPad 2 Takes Over SXSW [VIDEO] {link},iPad,Positive,Apple
All the apple employees just ran down the line high giving everyone #sxsw,Apple,Neutral,Apple
Clearly Apple has another daylight savings time bug with the iPhone 4 alarm. Also need to remember to fix my room's clocks. Whoops. #SXSW,iPhone,Negative,Apple
"Nice... Apple made a lots of sells, I am sure! - RT @mention Apple Popup Store at #SXSW {link}",Apple,Positive,Apple
"{link}  Apple opens up a Temp store #SXSW just because both the events start on the same day, good work Apple !",Apple,Positive,Apple
Add the Apple Pop-up Shop to your #SXSW @mention To-Do list -&gt; {link},Apple,Positive,Apple
Why the Apple pop-up shop at #SxSW sucks: {link},Apple,Negative,Apple
The bad apple shows up late shoots down ideas and leaves early - meeting personality #2 #gamestorming #sxsw,Apple,Neutral,Apple
"Busiest Apple store in the country? #ipad2 #sxsw  {link} (@mention Apple Store, SXSW w/ 98 others) {link}",Apple,Neutral,Apple
pop up #apple store at #sxsw = pure genius.  international crowd will stock up before they go home..,Apple,Positive,Apple
Special Apple store at #sxsw just for ipad. Line is a block long. {link}  {link},Apple,Neutral,Apple
Ughhh...Apple Store Austin at the Domain rain out of 3G iPads in first 25 minutes right before I got in #iPad2 #SXSW,Apple,Negative,Apple
Report: Apple to Open Pop-Up Store at #SXSW,Apple,Neutral,Apple
I think apple us winning #sxsw. Just a sea of silver white and glass,Apple,Positive,Apple
"Cunning Apple, keeping the #iPad2 popup store open late next to #sxsw parties for impulsive late night purchases. No regrets here...",Apple,Positive,Apple
I &lt;3 Apple! RT @mention Apple opened a pop-up store in Austin so nerds in town for #SXSW can get new iPads {link},iPad,Positive,Apple
Google supposedly announcing new Social Networking service called &quot;circles&quot; today at #sxsw {link},Google,Neutral,Google
iOS app approval disrupts the continuous dev flow.  Android has been the preferred platform to fine tune and experiment #sxsw #groupchatapps,Android,Positive,Google
All LBS apps on my iPhone think I am in Orlando :)) ! I guess I have 2 check in at Disney vs #SXSW :)),iPad or iPhone App,Negative,Apple
Android apps to survive SXSW 2011: {link} (by @mention #sxsw,Android App,Positive,Google
I'm so happy this exist! Going to try and do the whole #sxsw trip w/o a laptop. iPhone &amp; iPad only.  {link},iPhone,Positive,Apple
Updated NPR Music iPhone app has song info for All Songs 24/7 &amp; live video streaming just in time for #SXSW {link},iPad or iPhone App,Positive,Apple
"At #SXSW presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on iPad app. #tveverywhere",Apple,Neutral,Apple
Attended preso on living simply #100tc at #sxswi #sxsw and felt a bit guilty taking notes on a new #iPad,iPad,Negative,Apple
@mention Prob going to hit the temp Apple Store they are setting up near #SxSW...nice of Apple to do that: {link},Apple,Positive,Apple
@mention Probably be even more on the way back since Apple is opening a temp extra store just for #sxsw,Apple,Neutral,Apple
@mention Probably needed at #SXSW! See iPad line here: {link},Apple,Neutral,Apple
Original products for 1 device is nuts. #sxsw. Eg the iPad,Apple,Neutral,Apple
"Ze Frank project: walk down Google streetview down a street u've walked many times b4, and revelations pop up. #sxsw",Google,Neutral,Google
#sxsw #sxprotect  {link} is the Google Doc to get all the relevant links from this panel,Other Google product or service,Positive,Google
How to improve website rankings: #Google #Bing advice at #SXSW - {link} Get .COM or .PK but be content rich/deep,Google,Neutral,Google
How to improve website rankings: Advice from #Google and #Bing at #SXSW | Poynter. {link},Google,Neutral,Google
How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link},Google,Neutral,Google
How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link} via @mention,Google,Neutral,Google
How to improve website rankings: Advice from Google and Bing at #SXSW | Poynter. {link},Google,Neutral,Google
#SXSW peeps - you can now checkin with @mention latitude to unlock deals! {link} built by @mention and team!,Unknown,Neutral,Unknown
"google maps 5.0 - guys, this will be huge!!!! google and marissa mayer #sxsw",Other Google product or service,Positive,Google
"Google Maps 5.2 demo Renders very quickly, 3D buildings and landscapes included in the basic maps. #MarissaGoogle #sxsw",Other Google product or service,Positive,Google
"Google Maps are so useful, how can it get any better? #sxsw",Other Google product or service,Positive,Google
Google Maps car just drove by. Might leave a distorted view of Austin. #sxsw,Google,Neutral,Google
"Native apps for iPad, etc., now have their own accessibility design guidelines. WCAG still applies. #POURSite #SXSW",iPad or iPhone App,Neutral,Apple
Google maps for mobile 5.2 looks awesome.#sxsw,Other Google product or service,Positive,Google
Google Maps Has 150 Million Mobile Users? THat's what Marissa Mayer claims at  #SXSW - {link},Google,Positive,Google
Google maps has 150 million users. 40 percent of Google Maps users are mobile #sxsw,Other Google product or service,Positive,Google
"Google Maps mobile is going 3D in the next release, looks awesome.  #sxsw",Other Google product or service,Positive,Google
Google Maps Mobile Route Around Traffic feature reduces fuel consumption and time spent in traffic. {link} #sxsw,Google,Neutral,Google
Google maps mobile route options saves users 2 yrs of time. Every day. #SXSW,Other Google product or service,Positive,Google
Google maps navigation + street view and 3d buildings is awesome #MarissaGoogle #sxsw,Other Google product or service,Positive,Google
Google Maps now has 150 million users on mobile #sxsw (via @mention,Google,Neutral,Google
Google maps route around traffic is saving users 2 years of time every day @mention #sxsw,Other Google product or service,Positive,Google
Google Maps Street View car sighting!!! #SXSW   {link},Other Google product or service,Positive,Google
Google Maps Street View car sighting!!! #SXSW  {link},Other Google product or service,Positive,Google
Google maps usage on mobile exceeded desktop usage on xmas and new years day for the first time ÛÓ Marissa Mayer at #sxsw.,Google,Neutral,Google
Google maps used to provide common reference points and printed for fast paced on the ground reactions #arabspring #SXSW,Google,Neutral,Google
#sxsw peeps who want an iPad2: {link}  Brilliant.  Real?,iPad,Positive,Apple
#SXSW peeps: Where is the #iPad store?,Apple,Neutral,Apple
Google maps/traffic view has saved people 2-years of time. #sxsw,Other Google product or service,Positive,Google
Thanks Pepsi Max and Smart water in line at apple pop up store #sxsw,Apple,Neutral,Apple
I had to pull out my iPhone and look busy to fit in at the sxsw badge line today. 400 people shuffling along staring at their phones. #sxsw,Apple,Neutral,Apple
At the popup apple store at #sxsw. Line is all the way down the block.  {link},Apple,Neutral,Apple
Agencies push Google in directions they never would have gone otherwise says Creative Lab Strategy Director @mention #SXSW,Google,Neutral,Google
@mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},iPhone,Positive,Apple
"@mention Putting an pop up apple store at #sxsw is so smart, talk about understanding your demo's needs!",Apple,Positive,Apple
OOPS!  copy/paste malfunction on the last tweet for @mention free #SXSW shuttle.  Correct link {link},Unknown,Neutral,Unknown
"Audience Q: What prototyping tools do you use? Sketchbooks/sharpie pens, photoshop, Balsamic, Google docs, Axsure, etc. #myprototype #sxsw",Google,Neutral,Google
Apple is quarter of the music industry and 70% of all digital sales #touchingstories #tbwasxsw #sxsw,Apple,Positive,Apple
"Come by Aquent Booth 1413 at #SXSW to learn about internetonlinewebsite.com, meet us &amp; enter to win an iPad 2!",iPad,Positive,Apple
Funniest question at Google's Marissa Mayer's talk at #sxsw &quot;Hi Marissa...um...are you guys hiring?&quot;,Google,Neutral,Google
@mention Question of the day: Is &quot;Google Circles&quot; the newest social network on the horizon? #SXSW,Google,Neutral,Google
"#sxsw etiquette: don't talk, and turn off your keyboard clicking iPad owners.",Apple,Neutral,Apple
Ipad 2 acquired thanks to @mention perserverance. 1 vote for husband of the year. Check #sxsw,iPad,Positive,Apple
Playing &quot;People Are People&quot; at the Google #SXSW party!!! Depeche Mode FTW!!!,Google,Positive,Google
#SxSW - &quot;Pre and Post iPad - The Death of Flash&quot; - {link},Apple,Neutral,Apple
"#Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun &amp; future&quot; {link} (HT @mention #SXSW @mention #lbs",Google,Neutral,Google
Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw,Apple,Negative,Apple
Now on for 'designing ipad interfaces - new navigation schemes' #sxsw,Apple,Neutral,Apple
David Carr (NYT) is in Austin giving a drunken interview on CNN. He wants an app to transport him around NYC while he sits on his iPad #sxsw,Apple,Neutral,Apple
"Get it for #sxsw , folks. It's #prettycool #chevysxsw RT @mention Update for iPhone Retrollect users is available. Now with more awesome!",iPad or iPhone App,Positive,Apple
Protip for #sxsw : Kill your iPhone/iPad tasks to save battery,Apple,Neutral,Apple
Follow our #SXSW coverage at {link} on mobile at {link} or with our iPhone app http://bit.ly/guardianapp,iPad or iPhone App,Neutral,Apple
"To all our #SXSW friends, don't forget to download the #SXSWGO iPhone/iPad app. {link}",Apple,Neutral,Apple
Thanks for all the info on the Apple Store closing time! Heading there after finishing this Iron Works BBQ! #sxsw #sxtxstate,Apple,Neutral,Apple
Questioner at #sxsw just said &quot;Thanks and I'm a big fan&quot; to Google's @mention which caused her to giggle and audience to laugh.,Google,Positive,Google
"#SXSW gear bag: iPad 2, iPhone, Mophie. Traveling light this year! {link}",Apple,Neutral,Apple
I've never been surrounded by so many #iPhone users! I keep think it's my phone that's ringing! #sxsw,iPhone,Positive,Apple
[SoftLayer Blog] SoftLayer #SxSW Server Challenge - Video - {link} äÁ Have you tried it yet? An iPad 2 could be yours!,iPad,Positive,Apple
"Is twitter broken? Or is it my iPad. Can't follow the SXSW hash right now. Wow, that might be my nerdiest tweet yet. #tmsxsw #SXSW.",iPad,Negative,Apple
Our sister co. @mention new #iPad app reviewed @mention {link} Are curated playlists the future of #music pubs? #sxsw,Apple,Neutral,Apple
#spiltbeer consequences of drunk techies #sxsw let's see what android has to offer compared to this.,Google,Positive,Google
Watch your ears! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,Apple,Positive,Apple
"Okay, fair enough lining up for new tech, but not at the cost of #sxsw... It is so much better than a new iPad... {link}",iPad,Negative,Apple
New on our FB page: Summary of Google VP Marissa Mayer's talk on Location {link} #MarissaGoogle #sxsw,Google,Neutral,Google
Soundtrckr featured by @mention @mention as a Must-have for #SXSW {link},Unknown,Neutral,Unknown
We set our flatulence to wake ourselves up. You might need a bit more help. #wakeuplaughing {link} #epictweets #sxsw,Unknown,Neutral,Unknown
IceBreaker for iPhone presenting at #sxsw #leanstartup: {link} - unfortunate domain name,Apple,Neutral,Apple
"I'll never forget this March 2011 weekend: Japan earthquake, iPad 2 and my first South by Southwest #SxSW. Memolane that y'all!",iPad,Positive,Apple
Hipster or hobo? Only way to tell is the iPhone. #sxsw,iPhone,Positive,Apple
It's clear I will never be cool at #SXSW because I am without an iPad. And I'm generally not cool. Doubly handicapped,iPad,Positive,Apple
"Headed for iPad Design Headaches (2 Tablets, Call in the Morning) #SXSW {link}",iPad,Negative,Apple
Design for iPad is like a design 101 class. Will someone give a talk and assume that we didn't all ditch our previous experience #sxsw,Other Apple product or service,Negative,Apple
"My Twitter is full of people who are at #sxsw, buying the iPad 2, or doing both. At least my pity party is keeping me busy, I suppose...",Apple,Neutral,Apple
"&quot;Your Mom Has an iPad: Designing for Boomers&quot; is full house. Where is #RebelTV spirit?
{link} #SXSW",Apple,Neutral,Apple
"The winner of best in show for #sxsw the wilderness downtown, arcade fire, google, Sony, radical media, milk and koblin",Google,Neutral,Google
Co Founder of Google Teacher Academy is bringing HS students from Austin to show how they use tech: {link} #SxSW #education,Google,Neutral,Google
Co Founder of Google Teacher Academy is bringing HS students from Austin to show how they use tech: {link} #SxSW #eeducation,Google,Neutral,Google
One of our producers is going to #SXSW. What (hopefully free) iPhone apps should she DL?,Apple,Neutral,Apple
#sxsw #csr reporting: Janecek: Microsoft gives $ to charity. Apple gives nothing. Everyone in room has iPhone. What drives that decision?,Apple,Negative,Apple
"iPad 2 for sale (cc #SXSW #SXSWi #TheInternet)

{link}",Apple,Neutral,Apple
Thanks for the free drinks Google!  #sxsw (@mention Speakeasy w/ 47 others) {link},Google,Positive,Google
Days later there's still a line out the door at the #SXSW apple store for the iPad2.  {link},iPad,Positive,Apple
I can hear those ipad 2 nutters ipading away even now. Such is life in the techno hipster Mecca. #SXSW,iPad,Negative,Apple
Seated for Turkey Bowl; Armadillo &amp; Kill List Sxxpress passes acquired; now if I could only buy an iPad. #SXSW,iPad,Positive,Apple
wow! major win for you! ÛÏ@mention traded the Xoom I won at the JS party for the iPad 2 @mention won #sxsw #winwin #winning #tigerbloodÛ,iPad,Positive,Apple
"&quot;O frabjous day ! Callooh ! Callay !Û_[Baaah!?]&quot;ÛÓLewis
 Carroll ÷È crowd swarms for iPad 2 launch {link} via @mention #SXSW",iPad,Positive,Apple
Free 22 track #sxsw sampler album on iTunes. #music #discovery {link},Apple,Neutral,Apple
Free 23-track #SXSW sampler on iTunes: {link},Apple,Neutral,Apple
Fantasy Bracket Challenge &amp; iPad 2 GiveAway {link} via #constantcontact #SXSW #MarchMadness #SelectionSunday,Apple,Neutral,Apple
"Preview tracks of showcasing artists/musicians at #SXSW, downloadable as torrents {link}",Unknown,Neutral,Unknown
21 free tracks on iTunes from #SXSW featured artists: {link} (via @mention,Apple,Neutral,Apple
"Apps distract pubs, sez Khoi Vinh. Instead of focusing on reader exp, they're delivering same content 3 ways. #SXSW  {link}",Unknown,Negative,Unknown
"SXSW Interactive: GoogleÛªs Mobile Future, &amp; Elusive Û÷Power of HereÛª - @mention @mention - #sxsw #google #mobile - {link}",Google,Positive,Google
"Congrats Radical Media, Google, Arcade Fire for #sxsw best in show: Wilderness Downtown!",Google,Positive,Google
@mention Rainey Street is a nice alternative to 6th street #sxsw parties. Walking directions from convention center {link},Unknown,Neutral,Unknown
Line is wrapping around the block for an iPad 2 again for a second day at #sxsw! {link},Apple,Neutral,Apple
How frustrating is it that Zeldman autocorrects to Zelda on the iPhone? #jzsxsw #sxsw,iPhone,Negative,Apple
"Despite drawing giant crowd, Google-Bing Q&amp;A discussion is very inside baseball. #sxsw",Google,Neutral,Google
Line is crazy long at #sxsw Apple store for #iPad2,Apple,Neutral,Apple
"Google Circles - is this real or fake, contradicting blog post and statements from Chris Messina at #SXSW {link} via @mention",Google,Neutral,Google
Google Circles - looking forward to this. sadly no launch at #SXSW,Google,Neutral,Google
Google Circles : won't be launched at #SXSW. Google even denies working on such a project : {link} #Facebook,Google,Neutral,Google
Google Circles at #sxsw whoooooo {link},Google,Positive,Google
Google Circles coming soon- new social network will have photo/video/status updates and more #SXSWi #SXSW {link},Google,Neutral,Google
Google Circles could potentially be unveiled today at #SXSW. Could Google get 'social' right this time? Your opinion? {link},Google,Neutral,Google
Google Circles is (not) a real thing and will (not) be launched today at #sxsw {link},Other Google product or service,Negative,Google
Google Circles launching today at #SXSW? New #Facebook killer???? {link},Google,Neutral,Google
"Google Circles might launch today at #sxsw, a new social network: {link}",Google,Neutral,Google
Google Circles NOT being launched @mention #SXSW Interactive today {link} #bummer,Google,Neutral,Google
Google Circles Not Launched at #SXSW {link},Google,Neutral,Google
Google Circles preview {link} #sxsw,Google,Neutral,Google
Google Circles social network? {link} #SXSW,Google,Neutral,Google
Google Circles will be ______    #sxsw,Google,Neutral,Google
Google Circles will be 'Boolean' (?) #sxsw @mention,Google,Neutral,Google
Google Circles will be [a true competitor in the social realm?] [cc: @mention #sxsw,Google,Neutral,Google
Google Circles will not launch at #SXSW - {link},Google,Neutral,Google
"Google Circles, #Google's major #SocialNetwork will premier at #SXSW today. #Tech #Geek #SocialMedia #GoogleCircles",Google,Neutral,Google
"Google Circles, a new social network? No #SXSW.  {link}",Other Google product or service,Neutral,Google
"Google Circles, google's social network, rumored to be launching today at #sxsw",Google,Neutral,Google
"Google Circles, if as described another good move as a product but too late?{link} #sxsw (via @mention",Other Google product or service,Positive,Google
"Google Circles, what is it and will it ever arrive? {link} #google #circles #social #search #sxsw",Google,Neutral,Google
Google Circles?  #sxsw #orly?,Other Google product or service,Positive,Google
Google Circles.  Big rumor from what I can tell.  {link} #sxsw #wellplayed,Google,Neutral,Google
Google Circles. A new social networking platform. {link} So this is the new Facebook? #SXSW,Google,Neutral,Google
Google Circles.. 10x for sharing ÛÏ@mention RT @mention Google to Launch Major New Social Network {link} #sxswÛ,Google,Neutral,Google
Google Circles... is it happening? So lost.  #SXSW,Google,Neutral,Google
"Google Circles' Looms, But do Google's Nerds 'Get' Social? {link} #socialmedia #sxsw",Other Google product or service,Neutral,Google
"Google Circles' Looms, But do Google's Nerds 'Get' Social? #SxSW | @mention {link}",Other Google product or service,Neutral,Google
"Google Circles' Looms, But Do Google's Nerds 'Get' Social? #SxSW | @mention {link}",Google,Neutral,Google
"Google Circles' Looms, But do Google's Nerds 'Get' Social? #SxSW | @mention {link} via @mention",Google,Neutral,Google
"Google Circles' Looms, But Do Google's Nerds 'Get' Social? #SxSW | @mention {link} via @mention",Google,Neutral,Google
"Dear Lanyrd -- you're site is awesome to use for #sxsw, but i wish you had an iphone app!",iPad or iPhone App,Positive,Apple
Credit Card companies know 2 years before you do that you're likely to get a divorce @mention (Google) #sxsw #urbanmyth,Google,Neutral,Google
No biz cards! Bump on iphone or google me RT @mention #SXSW is when I basically become automatic business card dispenser for a week,Apple,Neutral,Apple
apple store #sxsw line is moving at the front. these fruit basket imacs better be worth it!,Apple,Positive,Apple
#Foursquare + #Gowalla updating to V3.0; just in time for #SXSW.  Gowalla def stepped it up w/ their new #Android UI.,Android App,Positive,Google
Buttons are a hack around direct interaction. Use the medium. #tapworthy #iPad #sxsw,Apple,Neutral,Apple
"If you were able to afford to attend #sxsw or buy an iPad today, consider saving a few $$$ for Japan earthquake relief. Just sayin.",Apple,Neutral,Apple
"If you were able to afford to attend #sxsw or buy an iPad today, consider saving a few $$$ for Japan earthquake relief. Just sayin. #fb",Apple,Neutral,Apple
&quot;We're about to pass you up Opera.&quot; -@mention (Google) to @mention (Opera Dev Rel.) #sxsw #zing,Google,Neutral,Google
#foursquare and @mention now sees #google as their competition not just location-based or game apps. #SXSW #checkins,Google,Neutral,Google
Anyone here at #SXSW know where the &quot;PopUp&quot; Apple Store will be in Downtown Austin? :) #Apple #ipad2 #purchase :),Apple,Neutral,Apple
"if you were at the #pepsicostage yesterday, please check your bag. You may have my iPad. The lock screen will tell you it's mine. #sxsw",Apple,Neutral,Apple
Groups were challenged with coming up with an iPhone app to solve their parenting/start-up issues #sxsw,Apple,Neutral,Apple
"Apple store coming 2 Austin for SXSW.   RT: &quot;@mention Before It Even Begins, Apple Wins #SXSW {link} on @mention",Apple,Positive,Apple
Apple store craziness at #sxsw - 360 view: {link} {link},Apple,Neutral,Apple
Popup store de gadgets da Apple no #SXSW {link},Apple,Neutral,Apple
@mention re do not track. What are yr thoughts on Google's incognito browsing? #sxsw #payingwithdata,Google,Neutral,Google
&quot;Where does search stop and discovery stop? It's a revolution&quot; by Google #DiscoveryTalk #SXSW,Google,Neutral,Google
Apple store downtown Austin open til Midnight. #sxsw,Apple,Neutral,Apple
ÛÏFoursquare for bands&quot; just in time for #SXSW {link},iPad or iPhone App,Positive,Apple
Apple Store gets another mention: {link} - RT @mention #SxSW - Downtown Austin Apple Store: Congress &amp; West 6th Street...,Apple,Neutral,Apple
Temperature going up :) RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},Google,Positive,Google
Apple store had wifi 64 gig ipad 2's only. #sxsw,Apple,Neutral,Apple
Apple Store has had a line down the block all week long at #sxsw amazing,Apple,Positive,Apple
Making sure I packed everything I need for #sxsw. iPhone. iPad. Chargers. Business cards. Pants. Missing anything?,Apple,Neutral,Apple
"#papasangre I would be so grateful if you made an audio game for Android, please. #sxsw",Google,Neutral,Google
"I dont care if people use android or iphones, but when see a browsering in #IE and takeing notes in word then I need to comment :-| #SXSW",Google,Neutral,Google
